evolucion,id_proyecto,origen,presentado_por,tipo,titulo
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,131105,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,DONACIONES CLIENTES COMERCIOS. INSTITUCIONES BENEFICIARIAS. BENEFICIO FISCAL. CONTROL. INFORMES.
:PEDIDO_INFORME_ENVIO,131007,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,TELEFONIA MOVIL. FECHA PAGO FACTURAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130997,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,ENCHUFES Y TOMACORRIENTES. UNIVERSALIZACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130636,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,VIVIENDAS BARRIO CERRO PELADO (MALDONADO). DESTINATARIOS.INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130637,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,VIVIENDAS PASIVOS BARRIO CERRO PELADO (MALDONADO). DESTINATARIOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128363,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,OSE MALDONADO (DPTO). MONITOREO TANQUES RESERVA LAGUNA DEL SAUCE. FUNCIONAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128032,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,EXPO MILAN 2015. STAND URUGUAY. COSTOS Y APORTES ORGANISMOS Y EMPRESAS PRIVADAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128031,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,COMPETENCIA FORMULA E PUNTA DEL ESTE (MALDONADO). INSTITUTO URUGUAY XXI. APOYO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128034,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,COMPETENCIA FORMULA E PUNTA DEL ESTE (MALDONADO). PUBLICIDAD MINISTERIO TURISMO EN FOX SPORT Y EDIFICIO IMPERIALE.
:PEDIDO_INFORME_ENVIO,128033,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,ANTEL. FACTURAS. PAGO CON TARJETA DEBITO. IMPOSIBILIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128030,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,COMPETENCIA FORMULA E PUNTA DEL ESTE (MALDONADO). INSPECCIONES DGI. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128029,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,TARIFAS Y SERVICIOS PUBLICOS. PAGO POR TARJETA DEBITO. ORGANISMOS NO ADHERIDOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PEDIDO_INFORME_RESPUESTA,127694,CRR,"Arocena Argul, José Andrés; Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,PLANTA POTABILIZADORA LAGUNA DEL SAUCE (MALDONADO). ACCIONES OSE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PASE_ARCHIVO,127658,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,BONOS COLABORACION SINDICATOS POLICIALES MALDONADO (DPTO). AUTORIZACION MINISTERIO INTERIOR. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,127661,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,BONOS COLABORACION SINDICATO POLICIAL MALDONADO (DPTO). EMPRESAS REGISTRADAS MINISTERIO ECONOMIA Y FINANZAS. INFORMES.
:PEDIDO_INFORME_ENVIO,127422,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,SERVICIO ANTEL MALDONADO (DPTO). FALLAS FIBRA OPTICA. INFORMES.
:PEDIDO_INFORME_ENVIO,127249,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,MIDES. CANTIDAD FUNCIONARIOS Y CONTRATOS CON ONG. INFORMES.
:PEDIDO_INFORME_ENVIO,126904,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,MVOTMA-INTENDENCIA MALDONADO. CONVENIO CONSTRUCCION VIVIENDAS INTERES SOCIAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,126905,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,TRABAJADORES EN ACTIVIDAD O EN SEGURO PARO.  PERIODO MARZO-AGOSTO 2015. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,126906,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,TRABAJADORES EN ACTIVIDAD O EN SEGURO PARO. MALDONADO (DPTO). PERIODO MARZO-AGOSTO 2015. INFORMES.
:PEDIDO_INFORME_ENVIO,126490,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,ANTEL. ACTAS DIRECTORIO PERIODO 01/01/11-31/05/12. INFORMES.
:PEDIDO_INFORME_ENVIO,126488,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,COOPERATIVAS SOCIALES MALDONADO (DPTO). FUNCIONAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO,126491,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,ANTEL. GASTOS PERIODO 01/01/11-31/05/12. AUTORIZACION. INFORMES.
:PEDIDO_INFORME_ENVIO,126495,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,METALES PRECIOSOS MINAS DE CORRALES (RIVERA). EXPLOTACION Y COMERCIALIZACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,126492,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,NUEVA TELEVISION DEL SUR (TELESUR). CREACION. MONTOS APORTADOS URUGUAY. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,125927,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,MALDONADO (INTENDENCIA). LLAMADO PUBLICO INSTITUCIONES FINANCIERAS. LINEAS CREDITO BANCARIAS. OBTENCION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,124111,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,AGUA POTABLE MALDONADO (DPTO). SUMINISTRO. IRREGULARIDADES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,123971,CRR,"Rodríguez Servetto, Nelson",PEDIDO DE INFORMES,HOGAR INAU AMANECER (MALDONADO). FUNCIONAMIENTO. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,142132,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,JUBILACION ACTIVA VOLUNTARIA. REGIMEN.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,138366,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,"FONDO NACIONAL DE RECURSOS. ASIGNACION RECURSOS. REGIMEN,"
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,136862,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,CARGOS ELECTIVOS Y PARTICULAR CONFIANZA. SUBSIDIO. SUSPENSION Y PERDIDA DERECHO. REGLAMENTACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,135545,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,FONDO SOLIDARIDAD. APORTE. REGIMEN. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,134403,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,EMPRESAS SUBSIDIARIAS DEL ESTADO. OPERACIONES FINANCIERAS. PODER LEGISLATIVO. AUTORIZACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,133345,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,JUBILACIONES Y PENSIONES. AJUSTE PRESTACIONES. GARANTIA ESTADO.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,132845,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,PARTO PREMATURO. SUBSIDIOS Y LICENCIAS. REGIMEN. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO,131790,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,IRPF E IASS. MONTOS NO IMPONBLES Y FRANJAS. ACTUALIZACION BPC SEGUN VARIACION INDICE MEDIO SALARIOS.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA,128708,CRR,"Rodríguez, Conrado",PROYECTO DE MINUTA DE COMUNICACION,TRABAJADORES MENORES 40 AÑOS CON SERVICIOS ANTERIORES A AFILIACION AFAP. OPCION JUBILACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,127697,CRR,"Rodríguez, Conrado",PROYECTO DE LEY,AFAP. AFILIADO REGIMEN PREVISIONAL MIXTO POR OPCION. ASESORAMIENTO BPS. PLAZO. PRORROGA.
:PEDIDO_INFORME_ENVIO,141217,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,INC. ADQUISICION PADRON 3274 RIO NEGRO (DPTO). INFORMES.
:PEDIDO_INFORME_ENVIO,141218,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,ANTEL. ENTRADAS CAMPEONATOS PERIODO 2010 - 2018. OBSEQUIO. INFORMES.
:PEDIDO_INFORME_ENVIO,140224,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,HERENCIAS YACENTES BENEFICIARIA ANEP PERIODO 2010-2018. INFORMES.
:PEDIDO_INFORME_ENVIO,139715,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,EXTRANJEROS. RESIDENCIA URUGUAYA. CANTIDAD. PERIODO 2005 - 2018. NACIONALIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO,139717,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,EXTRANJEROS. PROGRAMA ASISTENCIAL. RESIDENCIA URUGUAYA. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139340,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,ONG ULTIMO RECURSO. APOYO ECONOMICO MSP 2010 - 2018. INFORMES.
:PEDIDO_INFORME_ENVIO,139075,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,MIDES. CONVENIOS ORGANIZACIONES NO GUBERNAMENTALES PERIODO 2010-2017. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135134,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,LICEO BARROS BLANCO (CANELONES). EDIFICIO. DETERIORO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134639,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,BPS. AFILIACION CIVIL ACTIVOS 50 - 60 AÑOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134641,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,FUNCIONARIOS PUBLICOS 50 - 60 AÑOS DICIEMBRE 2016. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133863,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,BPS. BENEFICIARIOS PENSIONES ESPECIALES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133870,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,DGI. CONTRIBUYENTES IRPF E IASS. PERIODO 2007-2016. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132540,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,INCENDIO FABRICA FUEGOS ARTIFICIALES TOLEDO (CANELONES). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132538,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,INCENDIO FABRICA FUEGOS ARTIFICIALES TOLEDO (CANELONES). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132537,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,INCENDIO FABRICA FUEGOS ARTIFICIALES TOLEDO (CANELONES). INFORMES.
:PEDIDO_INFORME_ENVIO,132402,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,OBRA ARTE GENESIS URUGUAYA. AUTOR Julio DE SOSA. RETIRO GALERIA ARTE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,131485,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,AVIONES FUERZA AEREA. MANTENIMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128901,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,PLUNA S.A. EX-TRBAJADORES. SEGURO DESEMPLEO. MONTOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128565,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,CENTROS CAIF CIUDAD DE LA COSTA (CANELONES). CIERRE PERIODO 2015-2016. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128882,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,ALAS URUGUAY. PRESTAMOS FONDES. CONDICIONES. INFORMES.
:PEDIDO_INFORME_ENVIO,128906,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,PLUNA ENTE AUTONOMO. LIQUIDACION. COSTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PASE_ARCHIVO,128905,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,EMPLEADOS PLUNA S.A. SUBSIDIOS  DESEMPLEO PAGADOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,128390,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,ANCAP. COSTO ANUAL POLICLINICA INTERNA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,125733,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,SERVICIO NEUROCIRUGIA HOSPITAL TACUAREMBO (TACUAREMBO). NEUROCIRUJANO. CONTRATO VIGENTE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PEDIDO_INFORME_RESPUESTA,123625,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,ESCUELA AGRARIA PREDIO LINDERO CHACRA José MUJICA (MONTEVIDEO). SITUACION REGLAMENTARIA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PEDIDO_INFORME_RESPUESTA,123590,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,PUBLICIDAD ORGANISMOS ESTADO PERIODO 1/3/10-1/3/15. GASTOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,123597,CRR,"Rodríguez, Conrado",PEDIDO DE INFORMES,TARJETA URUGUAY SOCIAL. BENEFICIARIOS. CANTIDAD. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,125510,CRR,"Rodríguez, Edgardo",PROYECTO DE LEY,FLOR DEL BAÑADO. LICEO RURAL CURTINA (TACUAREMBO). DENOMINACION.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142531,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,RECLUSO CARCEL TACUAREMBO Milton LOPEZ CUADRO. DEBIDO PROCESO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142273,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIVIENDAS COMPLEJO T 15 TACUAREMBO (TACUAREMBO). CONSTRUCCION. INFORMES.
:PEDIDO_INFORME_ENVIO,142070,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS. DIRECTORES. MGAP. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,142072,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTORES ANV. INFORMES.
:PEDIDO_INFORME_ENVIO,142067,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTORES ANTEL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,142069,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTORES OSE. INFORMES.
:PEDIDO_INFORME_ENVIO,142075,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTORES UTE. INFORMES.
:PEDIDO_INFORME_ENVIO,142076,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS. DIRECTORES. MIDES. INFORMES.
:PEDIDO_INFORME_ENVIO,142073,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTORES ANCAP. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,141828,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,SAN GREGORIO POLANCO (TACUAREMBO). EXTRACCION ARENA PLAYA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141510,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,ASSE. AMBULANCIAS TACUAREMBO (DPTO). PERIODO 2005 - 2018. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO,141147,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,INMUEBLES PROPIEDAD MTOP ZONA PUENTE CENTENARIO PASO DE LOS TOROS (TACUAREMBO). DOMINIO. INFORMES.
:PEDIDO_INFORME_ENVIO,140025,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,"DORADO, Patricia. DIRECTORA LICEO 2 Y LICEO PRIVADO SANTA ISABEL. PASO DE LOS TOROS (TACUAREMBO). INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139706,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VIATICOS DIRECTOR ADMINISTRACION NACIONAL CORREOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139624,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,MUTUALISTA TACUAREMBO (DPTO). IMAE CARDILOGICO CASA GALICIA. ELECCION. CONSIDERACIONES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673,139626,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,MUTUALISTA TACUAREMBO (DPTO). IMAE CARDILOGICO CASA GALICIA. ELECCION. CONSIDERACIONES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139178,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,IMAE CARDIOLOGICO TACUAREMBO (DPTO). CONCRECION INSTALACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673,139183,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,IMAE CARDILOGICO TACUAREMBO (DPTO). INSTALACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PASE_ARCHIVO,138707,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,"LOCAL BAILABLE""W"" TACUAREMBO (DPTO). HABILITACION Y RESPONSABLES. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137487,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,"EZQUERRA, Wilson. ACCIDENTE TRANSITO. ESTADO SALUD VICTIMA. INFORMES"
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137387,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,SAN GREGORIO DE POLANCO (TACUAREMBO). PARQUE PROTECCION COSTERA. FINANCIACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137034,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,FUNCIONARIOS MINISTERIO DEFENSA. TAREAS REPRESA RINCON DEL BONETE. ACUERDO UTE-MIEM-MDN. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137035,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,FUNCIONARIOS MINISTERIO DEFENSA. TAREAS REPRESA RINCON BONETE. ACUERDO UTE - MIEM - MDN. INFORMES.
:PEDIDO_INFORME_ENVIO,137036,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,FUNCIONARIOS MINISTERIO DEFENSA. TAREAS REPRESA RINCON DEL BONETE. ACUERDO UTE-MIEM-MDN. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,137000,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,VERTEDERO PASO DE LOS TOROS (TACUAREMBO). ACTIVIDADES CONTAMINANTES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136841,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,INMUEBLE INAU (TACUAREMBO). DESALOJO. PROCESO JUDICIAL .  INFORMES.
:PEDIDO_INFORME_ENVIO,136903,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,PREDIO CAMINO NACIONAL VIEJO PASO DE LOS TOROS (TACUAREMBO). NUMERO PADRON Y TITULAR. INFORMES.
:PEDIDO_INFORME_ENVIO,136909,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,PREDIO CAMINO NACIONAL VIEJO PASO DE LOS TOROS (TACUAREMBO). NUMERO PADRON Y TITULAR. INFORMES.
:PEDIDO_INFORME_ENVIO,136584,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,FRECUENCIA RADIO FM COMERCIAL (TACUAREMBO). LLAMADO  INTERESADOS REALIZADO AÑO 2013. ADJUDICACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135166,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,UTE. ALUMBRADO PUBLICO TACUAREMBO (DPTO). INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134755,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,ASSE. MEDICAMENTOS ENFERMOS CRONICOS. ENTREGA. CRITERIOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133756,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,DICOSE. GUIAS PROPIEDAD Y TRANSITO A FIRMAS GANADERAS DUHALDE. PERIODO 2004-2016. CANTIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132520,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,BLANQUILLO (DURAZNO). PESCADOR ARTESANAL. PERTENENCIAS RETENIDAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132027,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,TACUAREMBO (JUNTA DEPARTAMENTAL). ASESORAMIENTO FORMOSO TEXEIRA. SITUACION FUNCIONAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,132035,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,GASTOS JUNTA DEPARTAMENTAL TACUAREMBO  (DPTO). PERIODO 2010-2015. LEGALIDAD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,131025,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,"IRIGOIN PARDIÑAS, Luis. FUNCIONARIO CORREO URUGUAYO. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,131028,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,"IRIGOIN PARDIÑAS, Luis. FUNCIONARIO PUBLICO.  SITUACION. INFORMES."
:PEDIDO_INFORME_ENVIO,130631,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,INMUEBLE PASO DE LOS TOROS (TACUAREMBO). REMATE JUDICIAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130268,CRR,"Rodríguez, Edgardo",PEDIDO DE INFORMES,INMUEBLES PASO DE LOS TOROS (TACUAREMBO). REMATE. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,132039,CRR,"Rodríguez, Gloria",PROYECTO DE LEY,SEMANA ADULTO MAYOR - 1 A 7 OCTUBRE. INTERES NACIONAL. DECLARACION.
